Quarter,STP,STPName,CCG,CCGName,Provider,ProviderName,GroupType,VariableType,VariableA,VariableB,ReferralsReceived,FirstTreatment,EndedTreatedOnce,FinishedCourseTreatment,NotCaseness,Recovery,Improvement,Deterioration,NoReliableChange,ReliableRecovery,ProbDescMeanSession,FirstTreatment6WeeksFinishedCourse,FirstTreatment18WeeksFinishedCourse,RecoveryRate,ImprovementRate,ReliableRecoveryRate,FirstTreatment6WeeksFinishedCourseRate,FirstTreatment18WeeksFinishedCourseRate,CountAppropriatePairedADSM,CountADSMFinishedTreatment,PercentageAppropriatePairedADSM
Quarter 3 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,,CCG,Gender,Female,NULL,1320,925,435,375,35,180,265,25,85,175,,375,375,53,71,51,99,100,75,100,74
Quarter 3 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,,CCG,Gender,Male,NULL,680,445,245,210,20,110,155,5,50,105,,210,210,58,73,55,100,100,35,45,79
Quarter 3 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,,CCG,Total,Total,NULL,2010,1380,685,585,55,290,420,30,135,280,,585,585,55,72,52,99,100,110,145,75
Quarter 3 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,,CCG,Age,18 to 64,NULL,1310,1000,465,325,*,195,225,10,70,175,,310,325,60,70,55,96,100,20,50,42
Quarter 3 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,,CCG,Age,65 to 74,NULL,105,90,50,25,*,20,20,*,*,20,,25,25,87,83,78,100,100,*,*,*
Quarter 3 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,,CCG,Age,75 to 89,NULL,45,50,35,5,*,5,5,*,*,5,,5,5,100,83,83,100,100,*,*,*
Quarter 3 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,,CCG,Age,Under 18,NULL,110,65,20,10,*,*,5,*,*,*,,10,10,*,45,*,82,100,*,*,*
Quarter 3 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,,CCG,Gender,Female,NULL,1350,1010,465,325,*,190,230,15,70,175,,310,325,59,70,53,96,100,25,60,46
Quarter 3 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,,CCG,Gender,Male,NULL,640,470,240,125,*,80,85,*,30,75,,125,125,63,68,59,98,100,5,15,33
Quarter 3 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,,CCG,Total,Total,NULL,1995,1480,705,450,*,270,315,20,95,245,,435,450,60,70,55,96,100,30,75,43
Quarter 3 2020/21,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,,CCG,Age,18 to 64,NULL,5410,4220,1920,2025,155,1065,1375,100,540,985,,1765,2020,57,68,53,87,100,150,365,41
Quarter 3 2020/21,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,,CCG,Age,65 to 74,NULL,375,315,150,160,20,95,105,10,45,85,,140,160,66,64,60,86,100,*,15,*
Quarter 3 2020/21,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,,CCG,Age,75 to 89,NULL,195,160,85,65,10,35,45,*,20,30,,55,65,67,68,59,88,100,*,*,*
Quarter 3 2020/21,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,,CCG,Age,90 and over,NULL,10,5,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,,CCG,Age,Under 18,NULL,80,30,15,5,*,*,*,*,*,*,,5,5,*,*,*,100,100,*,*,*
Quarter 3 2020/21,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,,CCG,Gender,Female,NULL,5565,4325,1895,2035,145,1040,1350,110,565,970,,1785,2030,55,66,51,88,100,175,395,44
Quarter 3 2020/21,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,,CCG,Gender,Male,NULL,2630,1875,890,855,90,430,560,55,235,400,,750,855,56,66,52,88,100,60,145,41
Quarter 3 2020/21,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,,CCG,Gender,Not known/Not specified/Not recorded,NULL,5,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,,CCG,Total,Total,NULL,8210,6215,2790,2895,235,1475,1910,165,800,1370,,2535,2890,56,66,52,88,100,235,540,43
Quarter 3 2020/21,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,,CCG,Age,18 to 64,NULL,3330,1965,510,1235,10,610,860,70,300,570,,1190,1235,50,70,46,97,100,80,130,62
Quarter 3 2020/21,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,,CCG,Age,65 to 74,NULL,165,115,30,60,*,35,45,*,15,35,,60,60,58,74,55,98,100,*,*,*
Quarter 3 2020/21,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,,CCG,Age,75 to 89,NULL,80,45,15,25,*,20,20,*,5,20,,25,25,73,77,73,96,100,*,*,*
Quarter 3 2020/21,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,,CCG,Age,90 and over,NULL,5,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,,CCG,Age,Under 18,NULL,185,80,25,20,*,10,10,*,5,10,,20,20,50,58,44,95,100,*,*,*
Quarter 3 2020/21,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,,CCG,Gender,Female,NULL,3540,2115,530,1220,5,585,860,65,290,550,,1185,1220,48,71,45,97,100,85,130,66
Quarter 3 2020/21,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,,CCG,Gender,Male,NULL,1625,865,285,540,5,265,355,35,150,250,,525,540,50,66,46,97,100,25,50,52
Quarter 3 2020/21,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,,CCG,Total,Total,NULL,5180,2985,820,1765,15,850,1220,100,440,800,,1715,1765,49,69,46,97,100,110,180,62
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,,CCG,Age,18 to 64,NULL,1005,715,265,495,25,290,370,25,95,280,,440,490,62,75,59,89,99,5,30,20
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,,CCG,Age,65 to 74,NULL,75,65,35,45,*,25,30,*,10,25,,40,45,69,72,69,91,100,*,*,*
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,,CCG,Age,75 to 89,NULL,35,25,10,20,*,5,15,*,*,5,,15,15,44,78,38,94,94,*,*,*
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,,CCG,Age,Under 18,NULL,40,25,*,10,*,*,5,*,5,*,,10,10,*,50,*,100,100,*,*,*
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,,CCG,Gender,Female,NULL,1040,715,245,485,20,250,355,25,105,240,,440,480,54,73,51,90,99,5,35,18
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,,CCG,Gender,Male,NULL,465,315,135,210,15,125,150,10,50,115,,180,210,63,72,59,86,100,*,10,*
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,,CCG,Total,Total,NULL,1505,1030,380,695,35,375,505,35,150,355,,620,690,57,72,54,89,99,10,45,20
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,,CCG,Age,18 to 64,NULL,1110,880,425,455,15,235,335,35,75,225,,420,440,54,74,51,92,97,*,10,*
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,,CCG,Age,65 to 74,NULL,45,40,30,30,*,15,25,*,5,15,,30,30,55,79,55,97,97,*,*,*
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,,CCG,Age,75 to 89,NULL,20,10,10,5,*,*,*,*,*,*,,5,5,*,*,*,86,86,*,*,*
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,,CCG,Age,Under 18,NULL,50,35,15,5,*,*,*,*,*,*,,5,5,*,*,*,100,100,*,*,*
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,,CCG,Gender,Female,NULL,1280,1025,455,425,15,205,315,35,75,200,,390,410,50,74,48,91,96,5,20,33
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,,CCG,Gender,Male,NULL,625,465,225,220,5,120,165,15,40,115,,215,220,57,74,53,96,98,*,*,*
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,,CCG,Total,Total,NULL,1910,1490,685,650,25,325,480,50,115,315,,600,630,52,74,50,93,97,5,20,35
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04V,NHS WEST LEICESTERSHIRE CCG,All_Provider,,CCG,Age,18 to 64,NULL,1270,950,335,595,15,330,445,30,120,310,,520,585,56,75,53,87,98,5,50,10
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04V,NHS WEST LEICESTERSHIRE CCG,All_Provider,,CCG,Age,65 to 74,NULL,60,50,20,30,*,20,25,*,5,20,,30,30,74,77,67,97,100,*,*,*
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04V,NHS WEST LEICESTERSHIRE CCG,All_Provider,,CCG,Age,75 to 89,NULL,40,30,15,10,*,5,10,*,*,5,,10,10,60,73,50,100,100,*,*,*
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04V,NHS WEST LEICESTERSHIRE CCG,All_Provider,,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04V,NHS WEST LEICESTERSHIRE CCG,All_Provider,,CCG,Age,Under 18,NULL,70,45,15,20,*,5,5,*,10,*,,15,20,28,39,*,89,100,*,*,*
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04V,NHS WEST LEICESTERSHIRE CCG,All_Provider,,CCG,Gender,Female,NULL,1290,895,295,575,10,300,415,35,125,275,,500,570,52,72,49,87,99,10,40,19
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04V,NHS WEST LEICESTERSHIRE CCG,All_Provider,,CCG,Gender,Male,NULL,655,480,190,250,10,140,180,15,50,130,,225,245,58,72,54,91,99,5,20,26
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04V,NHS WEST LEICESTERSHIRE CCG,All_Provider,,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04V,NHS WEST LEICESTERSHIRE CCG,All_Provider,,CCG,Total,Total,NULL,1945,1375,485,825,20,435,590,50,175,405,,725,815,54,72,50,88,99,15,60,21
Quarter 3 2020/21,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,72Q,NHS SOUTH EAST LONDON CCG,All_Provider,,CCG,Age,18 to 64,NULL,8675,6495,2140,3965,410,1925,2710,200,1040,1820,,3725,3905,54,68,51,94,99,120,185,64
Quarter 3 2020/21,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,72Q,NHS SOUTH EAST LONDON CCG,All_Provider,,CCG,Age,65 to 74,NULL,250,180,75,120,5,65,85,5,30,65,,115,120,55,72,55,94,98,*,10,*
Quarter 3 2020/21,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,72Q,NHS SOUTH EAST LONDON CCG,All_Provider,,CCG,Age,75 to 89,NULL,120,85,45,50,5,30,35,*,10,30,,50,50,70,76,66,98,100,*,*,*
Quarter 3 2020/21,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,72Q,NHS SOUTH EAST LONDON CCG,All_Provider,,CCG,Age,90 and over,NULL,10,5,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,72Q,NHS SOUTH EAST LONDON CCG,All_Provider,,CCG,Age,Under 18,NULL,160,70,25,15,*,*,10,*,*,*,,15,15,*,64,*,93,100,*,*,*
Quarter 3 2020/21,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,72Q,NHS SOUTH EAST LONDON CCG,All_Provider,,CCG,Gender,Female,NULL,8755,6475,2040,3685,340,1750,2500,185,990,1655,,3485,3640,52,68,49,95,99,115,175,65
Quarter 3 2020/21,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,72Q,NHS SOUTH EAST LONDON CCG,All_Provider,,CCG,Gender,Male,NULL,3615,2595,1015,1490,170,720,990,85,410,680,,1405,1475,55,67,51,94,99,50,80,62
Quarter 3 2020/21,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,72Q,NHS SOUTH EAST LONDON CCG,All_Provider,,CCG,Gender,Not known/Not specified/Not recorded,NULL,10,10,5,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,72Q,NHS SOUTH EAST LONDON CCG,All_Provider,,CCG,Total,Total,NULL,12405,9100,3070,5185,510,2475,3495,270,1400,2335,,4895,5115,53,67,50,94,99,160,255,64
Quarter 3 2020/21,QKS,KENT AND MEDWAY STP,91Q,NHS KENT AND MEDWAY CCG,All_Provider,,CCG,Age,18 to 64,NULL,7585,5595,1565,3990,200,1920,2835,175,950,1835,,3440,3925,51,71,48,86,98,170,340,49
Quarter 3 2020/21,QKS,KENT AND MEDWAY STP,91Q,NHS KENT AND MEDWAY CCG,All_Provider,,CCG,Age,65 to 74,NULL,410,335,85,225,10,130,175,10,40,125,,190,225,61,78,58,83,99,5,10,56
Quarter 3 2020/21,QKS,KENT AND MEDWAY STP,91Q,NHS KENT AND MEDWAY CCG,All_Provider,,CCG,Age,75 to 89,NULL,195,145,45,95,*,55,70,*,20,50,,85,95,58,72,53,89,99,*,*,*
Quarter 3 2020/21,QKS,KENT AND MEDWAY STP,91Q,NHS KENT AND MEDWAY CCG,All_Provider,,CCG,Age,90 and over,NULL,10,5,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QKS,KENT AND MEDWAY STP,91Q,NHS KENT AND MEDWAY CCG,All_Provider,,CCG,Age,Under 18,NULL,125,75,20,35,*,10,15,*,15,10,,35,35,27,47,27,92,100,*,5,*
Quarter 3 2020/21,QKS,KENT AND MEDWAY STP,91Q,NHS KENT AND MEDWAY CCG,All_Provider,,CCG,Gender,Female,NULL,7710,5565,1475,3835,175,1810,2720,180,910,1730,,3310,3770,49,71,47,86,98,175,345,51
Quarter 3 2020/21,QKS,KENT AND MEDWAY STP,91Q,NHS KENT AND MEDWAY CCG,All_Provider,,CCG,Gender,Male,NULL,3315,2380,695,1665,80,800,1170,65,415,760,,1430,1640,50,70,48,86,99,80,155,54
Quarter 3 2020/21,QKS,KENT AND MEDWAY STP,91Q,NHS KENT AND MEDWAY CCG,All_Provider,,CCG,Gender,Not known/Not specified/Not recorded,NULL,185,120,35,45,*,15,35,*,10,15,,45,45,39,70,36,94,98,5,5,100
Quarter 3 2020/21,QKS,KENT AND MEDWAY STP,91Q,NHS KENT AND MEDWAY CCG,All_Provider,,CCG,Total,Total,NULL,11220,8065,2205,5550,260,2625,3925,250,1335,2510,,4790,5460,50,71,47,86,98,265,505,52
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,All_Provider,,CCG,Age,18 to 64,NULL,3015,2170,985,990,110,445,640,50,280,410,,720,915,50,65,47,73,92,75,105,70
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,All_Provider,,CCG,Age,65 to 74,NULL,150,100,60,30,*,15,15,*,15,15,,20,25,50,50,46,66,84,*,*,*
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,All_Provider,,CCG,Age,75 to 89,NULL,75,50,35,15,*,5,10,*,5,*,,10,10,50,53,*,60,80,*,*,*
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,All_Provider,,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,All_Provider,,CCG,Age,Under 18,NULL,210,125,55,25,*,5,15,*,10,5,,25,25,30,48,30,93,100,*,5,*
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,All_Provider,,CCG,Gender,Female,NULL,3035,2175,920,980,85,430,630,50,285,405,,745,925,48,64,45,76,94,95,140,68
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,All_Provider,,CCG,Gender,Male,NULL,1285,885,440,370,40,165,235,10,110,150,,275,345,49,64,45,73,92,30,40,73
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,All_Provider,,CCG,Gender,Not known/Not specified/Not recorded,NULL,125,60,25,25,*,10,20,*,5,10,,10,15,48,81,48,41,63,*,*,*
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,All_Provider,,CCG,Total,Total,NULL,4465,3130,1390,1385,130,610,890,65,400,570,,1030,1290,49,64,45,75,93,125,180,69
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06N,NHS HERTS VALLEYS CCG,All_Provider,,CCG,Age,18 to 64,NULL,2575,2095,720,1140,110,550,770,55,295,525,,935,1055,53,67,51,82,92,85,120,73
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06N,NHS HERTS VALLEYS CCG,All_Provider,,CCG,Age,65 to 74,NULL,140,115,45,50,15,20,30,*,15,20,,40,45,50,58,50,73,87,*,*,*
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06N,NHS HERTS VALLEYS CCG,All_Provider,,CCG,Age,75 to 89,NULL,85,65,25,35,5,20,30,*,5,20,,25,30,73,78,67,67,81,*,*,*
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06N,NHS HERTS VALLEYS CCG,All_Provider,,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06N,NHS HERTS VALLEYS CCG,All_Provider,,CCG,Age,Under 18,NULL,210,115,35,30,5,10,15,*,10,10,,25,30,50,59,46,90,100,*,*,*
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06N,NHS HERTS VALLEYS CCG,All_Provider,,CCG,Gender,Female,NULL,2565,2030,680,1040,100,465,690,50,275,440,,875,965,50,67,47,84,93,100,130,75
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06N,NHS HERTS VALLEYS CCG,All_Provider,,CCG,Gender,Male,NULL,1155,895,305,470,55,240,315,20,125,230,,400,440,59,67,56,85,93,40,50,73
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06N,NHS HERTS VALLEYS CCG,All_Provider,,CCG,Gender,Not known/Not specified/Not recorded,NULL,135,65,35,65,*,30,40,5,20,30,,35,60,44,64,44,52,89,*,5,*
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06N,NHS HERTS VALLEYS CCG,All_Provider,,CCG,Total,Total,NULL,3865,3000,1020,1580,160,740,1055,75,420,700,,1315,1470,52,67,49,83,93,140,190,74
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,07H,NHS WEST ESSEX CCG,All_Provider,,CCG,Age,18 to 64,NULL,940,825,505,305,25,145,220,15,65,135,,280,300,51,73,49,92,99,30,50,60
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,07H,NHS WEST ESSEX CCG,All_Provider,,CCG,Age,65 to 74,NULL,50,40,20,20,*,10,15,*,5,10,,15,20,59,72,59,89,100,*,*,*
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,07H,NHS WEST ESSEX CCG,All_Provider,,CCG,Age,75 to 89,NULL,25,20,15,5,*,*,5,*,*,*,,5,5,*,83,*,83,83,*,*,*
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,07H,NHS WEST ESSEX CCG,All_Provider,,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,07H,NHS WEST ESSEX CCG,All_Provider,,CCG,Age,Under 18,NULL,40,30,25,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,07H,NHS WEST ESSEX CCG,All_Provider,,CCG,Gender,Female,NULL,955,835,520,270,20,125,200,15,55,120,,245,265,50,74,48,91,100,30,45,73
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,07H,NHS WEST ESSEX CCG,All_Provider,,CCG,Gender,Male,NULL,400,330,205,120,10,55,80,5,35,55,,105,120,51,65,48,88,97,10,25,48
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,07H,NHS WEST ESSEX CCG,All_Provider,,CCG,Gender,Not known/Not specified/Not recorded,NULL,10,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,07H,NHS WEST ESSEX CCG,All_Provider,,CCG,Total,Total,NULL,1375,1170,730,390,35,180,280,20,90,175,,355,385,51,71,48,90,99,45,65,64
Quarter 3 2020/21,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),07L,NHS BARKING AND DAGENHAM CCG,All_Provider,,CCG,Age,18 to 64,NULL,840,665,235,345,10,175,260,15,65,170,,340,340,52,75,51,98,99,25,55,45
Quarter 3 2020/21,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),07L,NHS BARKING AND DAGENHAM CCG,All_Provider,,CCG,Age,65 to 74,NULL,30,20,10,15,*,10,10,*,*,10,,15,15,77,85,69,100,100,*,*,*
Quarter 3 2020/21,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),07L,NHS BARKING AND DAGENHAM CCG,All_Provider,,CCG,Age,75 to 89,NULL,10,5,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2020/21,QMF,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),07L,NHS BARKING AND DAGENHAM CCG,All_Provider,,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
