Quarter,STP,STPName,CCG,CCGName,Provider,ProviderName,GroupType,VariableType,VariableA,VariableB,ReferralsReceived,FirstTreatment,EndedTreatedOnce,FinishedCourseTreatment,NotCaseness,Recovery,Improvement,Deterioration,NoReliableChange,ReliableRecovery,ProbDescMeanSession,FirstTreatment6WeeksFinishedCourse,FirstTreatment18WeeksFinishedCourse,RecoveryRate,ImprovementRate,ReliableRecoveryRate,FirstTreatment6WeeksFinishedCourseRate,FirstTreatment18WeeksFinishedCourseRate,CountAppropriatePairedADSM,CountADSMFinishedTreatment,PercentageAppropriatePairedADSM
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2550,1900,615,1090,80,520,755,45,280,505,,1025,1090,52,69,50,94,100,55,205,26
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,100,85,30,40,*,20,30,*,10,20,,35,40,54,72,54,95,100,*,5,*
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,50,35,15,15,*,10,10,*,*,10,,15,15,67,69,67,100,100,*,*,*
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Age,Under 18,NULL,80,60,15,15,*,5,10,*,*,5,,15,15,40,69,40,100,100,*,10,*
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Gender,Female,NULL,2550,1935,575,1080,70,485,725,50,300,460,,1020,1080,48,67,46,94,100,45,220,21
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Gender,Male,NULL,1380,1010,360,535,40,265,365,30,140,255,,505,535,53,68,51,94,100,40,125,31
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,20,15,10,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Total,Total,NULL,3945,2960,945,1620,110,750,1095,75,440,715,,1530,1620,50,68,47,94,100,85,345,25
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2220,2395,260,630,105,270,360,35,230,245,,330,445,52,57,47,53,70,60,105,57
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,105,95,10,20,5,10,15,*,5,10,,15,15,80,67,67,62,81,*,*,*
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,45,30,10,10,*,5,5,*,*,*,,5,5,75,75,*,63,88,*,*,*
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Age,Under 18,NULL,105,105,5,20,*,10,10,*,10,10,,10,15,50,55,44,36,64,*,*,*
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Gender,Female,NULL,2075,2325,245,600,90,260,335,30,225,235,,305,425,51,56,46,51,71,60,115,54
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Gender,Male,NULL,1070,1075,135,285,45,125,170,15,100,110,,145,190,53,59,46,51,66,20,40,50
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Total,Total,NULL,3155,3405,380,885,135,385,505,45,330,345,,450,620,52,57,46,51,70,80,155,53
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2840,2040,475,1430,100,760,995,75,355,720,,1430,1430,57,70,54,100,100,120,205,59
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,125,100,20,65,5,40,50,*,15,40,,65,65,66,78,62,100,100,*,10,*
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,40,35,10,15,*,10,10,*,*,10,,15,15,62,79,62,100,100,*,*,*
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Age,Under 18,NULL,115,80,25,30,*,10,20,*,10,10,,30,30,43,64,43,100,100,*,*,*
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Gender,Female,NULL,2770,1995,480,1455,85,755,1030,75,345,725,,1455,1455,55,71,53,100,100,140,230,61
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Gender,Male,NULL,1380,970,270,620,40,335,425,30,165,305,,615,620,58,68,53,100,100,55,85,65
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Total,Total,NULL,4165,2970,755,2075,125,1090,1450,105,515,1035,,2075,2075,56,70,53,100,100,200,320,62
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,845,750,205,405,20,225,305,15,85,220,,380,390,58,75,56,94,96,30,95,31
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,40,35,15,15,*,10,10,*,*,10,,15,15,69,71,63,100,100,*,*,*
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,20,10,5,10,*,5,5,*,*,5,,10,10,71,75,71,100,100,*,*,*
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,15,5,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Gender,Female,NULL,805,705,215,355,20,190,255,20,80,180,,335,345,56,72,53,94,97,25,95,26
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Gender,Male,NULL,415,340,105,175,5,95,135,*,40,95,,165,170,57,76,56,94,97,10,40,25
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Total,Total,NULL,1230,1050,320,535,25,285,390,25,120,275,,500,515,56,73,54,94,97,35,140,26
Quarter 1 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,6600,5515,1070,4010,350,2015,2710,255,910,1900,,3880,3990,55,68,52,97,99,290,495,58
Quarter 1 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,315,260,40,185,25,100,125,10,45,90,,180,185,60,67,57,98,100,10,20,42
Quarter 1 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,145,115,25,60,10,35,40,*,15,35,,60,60,67,68,65,95,100,*,*,*
Quarter 1 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,350,250,50,155,10,40,85,15,50,35,,155,155,27,55,25,99,100,25,30,80
Quarter 1 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Gender,Female,NULL,6490,5380,1090,3825,300,1850,2580,230,880,1755,,3710,3805,52,67,50,97,99,305,480,63
Quarter 1 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Gender,Male,NULL,3175,2520,515,1835,170,885,1190,135,430,830,,1780,1825,53,65,50,97,100,145,255,57
Quarter 1 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,10,10,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Total,Total,NULL,9725,7945,1615,5690,475,2740,3785,365,1320,2590,,5520,5660,53,67,50,97,100,455,740,61
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2730,1865,1210,795,30,430,520,45,195,385,,765,795,56,65,50,96,100,55,100,54
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,205,155,100,40,*,25,25,*,10,20,,40,40,63,62,53,98,100,*,*,*
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,120,90,70,20,*,10,10,*,*,10,,15,20,71,67,59,94,100,*,*,*
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Age,Under 18,NULL,225,130,75,40,*,15,20,5,10,15,,35,40,37,46,34,87,100,*,10,*
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Female,NULL,2805,1885,1225,785,25,395,485,40,210,355,,750,785,52,62,47,95,100,55,100,56
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Male,NULL,1400,915,600,365,20,185,235,25,90,170,,350,365,54,64,49,96,100,25,45,51
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Total,Total,NULL,4210,2805,1825,1155,40,585,720,70,295,525,,1100,1155,53,62,47,95,100,80,150,55
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1500,1240,315,370,20,150,220,20,100,140,,355,365,43,59,40,96,99,55,85,63
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,125,120,30,30,*,10,20,*,*,10,,25,30,44,63,44,87,93,*,*,*
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,85,70,15,20,5,5,10,*,5,5,,20,20,33,50,33,100,100,*,*,*
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Age,90 and over,NULL,5,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Age,Under 18,NULL,45,40,15,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Gender,Female,NULL,1535,1260,345,355,20,130,210,15,100,120,,345,350,38,59,36,97,99,50,80,63
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Gender,Male,NULL,755,610,150,170,10,75,105,10,35,70,,160,165,49,61,46,96,99,25,40,57
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Total,Total,NULL,2300,1880,500,525,35,205,315,25,135,190,,505,520,42,60,39,97,99,75,120,61
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1505,995,575,490,10,255,330,25,110,240,,470,490,54,67,50,96,100,40,60,67
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,115,80,55,30,*,15,20,*,*,15,,30,30,63,75,59,100,100,*,*,*
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,55,40,30,15,*,10,10,*,*,10,,15,15,69,85,69,100,100,*,*,*
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Age,Under 18,NULL,105,70,35,25,*,10,15,*,5,10,,25,25,45,57,41,100,100,*,*,*
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Female,NULL,1505,985,575,455,10,240,310,25,100,225,,435,455,54,68,51,95,100,35,55,60
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Male,NULL,740,480,305,220,5,110,145,15,50,100,,210,220,50,66,46,97,100,25,35,71
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Total,Total,NULL,2250,1470,885,675,15,350,455,35,150,325,,645,675,53,67,49,96,100,60,90,64
Quarter 1 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,5975,4750,1910,2485,100,1420,1830,120,535,1335,,2390,2480,60,74,56,96,100,195,405,48
Quarter 1 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,355,305,135,160,10,110,125,5,30,105,,155,160,73,78,69,97,100,10,20,50
Quarter 1 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,245,185,90,60,*,30,35,*,20,25,,55,60,58,60,49,97,100,*,*,*
Quarter 1 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Age,90 and over,NULL,15,10,5,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Age,Under 18,NULL,65,35,20,5,*,*,*,*,*,*,,5,5,*,*,*,100,100,*,*,*
Quarter 1 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Gender,Female,NULL,6095,4890,1890,2640,105,1410,1860,130,645,1320,,2540,2635,56,71,52,96,100,210,470,45
Quarter 1 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Gender,Male,NULL,2940,2220,980,1110,35,625,790,60,260,580,,1065,1110,58,71,54,96,100,90,170,52
Quarter 1 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,5,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Total,Total,NULL,9060,7130,2880,3755,145,2035,2650,185,910,1905,,3610,3745,56,71,53,96,100,300,640,47
Quarter 1 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,3715,2065,635,1345,20,715,980,60,305,685,,1320,1345,54,73,52,98,100,140,180,77
Quarter 1 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,215,130,45,80,*,50,65,*,15,50,,80,80,64,80,60,98,100,10,10,75
Quarter 1 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,125,65,25,25,*,15,15,*,5,15,,25,25,64,67,59,100,100,*,*,*
Quarter 1 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,155,70,25,30,*,*,15,*,15,*,,25,30,*,50,*,96,100,*,*,*
Quarter 1 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Gender,Female,NULL,3850,2200,680,1455,20,715,1020,85,355,680,,1425,1455,50,70,47,98,100,170,220,77
Quarter 1 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Gender,Male,NULL,1905,920,340,560,5,305,400,30,130,290,,550,560,55,72,52,99,100,55,70,75
Quarter 1 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Total,Total,NULL,5775,3130,1020,2020,30,1020,1420,115,485,965,,1980,2020,51,70,49,98,100,225,295,77
Quarter 1 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,835,740,180,205,20,115,145,10,50,110,,155,180,63,69,59,76,86,5,20,26
Quarter 1 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,60,55,15,15,*,10,10,*,*,10,,10,10,64,80,64,80,80,*,*,*
Quarter 1 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,25,15,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Age,Under 18,NULL,50,20,*,10,*,*,5,*,*,*,,5,10,*,88,*,88,100,*,*,*
Quarter 1 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Gender,Female,NULL,1975,1490,295,240,35,115,155,10,75,105,,155,180,58,64,53,65,76,10,30,29
Quarter 1 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Gender,Male,NULL,790,575,125,120,15,65,80,10,30,60,,80,100,62,65,59,65,82,*,10,*
Quarter 1 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,10,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Total,Total,NULL,2790,2065,420,360,55,180,230,15,105,170,,235,280,59,64,55,65,78,10,35,33
Quarter 1 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,850,575,175,200,15,100,140,15,45,90,,150,170,54,69,49,75,85,5,15,54
Quarter 1 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,40,20,10,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,5,5,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Age,Under 18,NULL,50,20,10,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Gender,Female,NULL,2180,1320,270,290,35,130,175,20,95,115,,210,235,50,60,45,71,80,10,20,40
Quarter 1 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Gender,Male,NULL,1010,565,150,125,10,60,80,10,35,50,,80,95,51,63,46,66,77,5,10,58
Quarter 1 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,20,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
