Quarter,STP,STPName,CCG,CCGName,Provider,ProviderName,GroupType,VariableType,VariableA,VariableB,ReferralsReceived,FirstTreatment,EndedTreatedOnce,FinishedCourseTreatment,NotCaseness,Recovery,Improvement,Deterioration,NoReliableChange,ReliableRecovery,ProbDescMeanSession,FirstTreatment6WeeksFinishedCourse,FirstTreatment18WeeksFinishedCourse,RecoveryRate,ImprovementRate,ReliableRecoveryRate,FirstTreatment6WeeksFinishedCourseRate,FirstTreatment18WeeksFinishedCourseRate,CountAppropriatePairedADSM,CountADSMFinishedTreatment,PercentageAppropriatePairedADSM
Quarter 4 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1320,830,405,500,35,245,355,30,105,235,,500,500,53,71,51,100,100,100,120,83
Quarter 4 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,80,55,25,45,5,20,25,5,10,20,,45,45,46,60,46,100,100,5,10,70
Quarter 4 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,50,30,20,25,5,10,10,*,10,10,,25,25,67,50,50,100,100,*,*,*
Quarter 4 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Age,Under 18,NULL,40,20,5,10,*,*,5,*,*,*,,10,10,*,50,*,100,100,*,*,*
Quarter 4 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Gender,Female,NULL,1405,875,415,515,35,245,360,30,115,235,,510,510,51,70,49,99,100,105,125,83
Quarter 4 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Gender,Male,NULL,670,400,205,240,20,120,165,15,55,115,,240,240,55,68,52,100,100,50,60,81
Quarter 4 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,5,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Total,Total,NULL,2095,1285,625,755,55,365,520,45,175,345,,750,755,52,69,50,100,100,155,190,82
Quarter 4 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1495,1115,580,365,10,195,240,15,80,180,,350,365,55,66,50,95,100,35,55,64
Quarter 4 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,125,100,55,20,*,15,15,*,*,15,,20,20,71,77,67,100,100,*,*,*
Quarter 4 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,55,40,20,10,*,5,5,*,5,*,,10,10,50,42,*,100,100,*,*,*
Quarter 4 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Age,Under 18,NULL,130,90,40,15,*,5,10,*,*,5,,15,15,44,69,31,100,100,*,*,*
Quarter 4 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Female,NULL,1610,1185,610,355,5,180,230,15,80,165,,340,355,52,65,48,95,100,30,50,63
Quarter 4 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Male,NULL,720,515,280,155,5,85,100,5,45,70,,150,155,55,63,48,96,100,20,30,66
Quarter 4 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Total,Total,NULL,2335,1705,890,510,10,265,330,20,125,240,,485,510,53,65,48,95,100,50,75,64
Quarter 4 2020/21,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,5955,4240,1655,2380,125,1330,1700,110,565,1240,,2220,2380,59,71,55,93,100,185,395,47
Quarter 4 2020/21,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,375,250,115,160,5,105,125,5,30,100,,155,160,67,78,65,95,100,15,25,57
Quarter 4 2020/21,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,180,120,65,70,10,45,50,*,15,40,,65,70,73,70,68,94,100,*,10,*
Quarter 4 2020/21,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Age,90 and over,NULL,5,5,5,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Age,Under 18,NULL,105,40,20,10,*,5,5,*,*,5,,10,10,56,78,56,100,100,*,*,*
Quarter 4 2020/21,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Gender,Female,NULL,6330,4420,1665,2380,120,1290,1680,135,555,1210,,2225,2375,57,71,54,94,100,185,410,45
Quarter 4 2020/21,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Gender,Male,NULL,2850,1985,770,1060,65,560,730,40,285,520,,985,1055,57,69,53,93,100,85,180,47
Quarter 4 2020/21,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,5,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Total,Total,NULL,9200,6420,2440,3445,185,1850,2415,175,840,1735,,3220,3440,57,70,53,93,100,270,595,46
Quarter 4 2020/21,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,3520,1980,580,1320,15,705,975,55,285,670,,1295,1320,54,74,51,98,100,95,135,71
Quarter 4 2020/21,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,185,115,40,75,*,45,50,5,15,40,,70,75,61,71,58,99,100,*,5,*
Quarter 4 2020/21,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,95,45,20,20,*,10,15,*,*,10,,20,20,67,79,61,100,100,*,*,*
Quarter 4 2020/21,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Age,90 and over,NULL,5,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,175,90,30,35,*,15,15,*,15,10,,35,35,36,42,28,100,100,5,5,100
Quarter 4 2020/21,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Gender,Female,NULL,3810,2165,595,1360,15,715,980,65,310,675,,1330,1360,53,72,50,98,100,110,150,73
Quarter 4 2020/21,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Gender,Male,NULL,1760,920,300,560,10,270,385,30,135,255,,545,560,49,69,46,98,100,50,65,75
Quarter 4 2020/21,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Total,Total,NULL,5590,3095,900,1920,20,985,1365,95,450,930,,1880,1920,52,71,49,98,100,160,215,74
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,995,705,240,505,20,275,385,15,100,260,,455,500,56,76,53,90,99,15,45,40
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,45,35,25,35,*,20,25,*,10,20,,35,35,63,67,60,92,97,*,*,*
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,25,20,10,10,*,5,5,*,5,5,,10,10,64,58,55,75,100,*,*,*
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Age,Under 18,NULL,50,30,5,15,*,10,10,*,*,5,,15,15,50,65,38,100,100,*,5,*
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Gender,Female,NULL,965,660,220,495,15,255,370,20,100,240,,440,490,53,75,51,89,99,20,55,33
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Gender,Male,NULL,485,370,130,220,15,115,155,5,60,105,,200,220,57,70,51,91,100,5,20,33
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Total,Total,NULL,1455,1030,350,715,30,370,525,25,160,345,,645,710,54,74,51,90,99,25,75,34
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1155,800,445,440,15,220,310,25,105,205,,420,435,51,71,48,96,99,10,25,37
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,40,30,20,20,*,15,15,*,*,15,,20,20,70,67,65,100,100,*,*,*
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,20,15,10,10,*,*,*,*,*,*,,10,10,*,*,*,100,100,*,*,*
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Age,Under 18,NULL,50,35,20,10,*,*,5,*,5,*,,10,10,*,50,*,100,100,*,*,*
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Gender,Female,NULL,1290,900,470,460,15,230,310,30,115,215,,445,460,52,67,49,97,100,10,25,46
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Gender,Male,NULL,625,415,240,210,10,90,140,20,50,85,,200,210,44,67,41,95,100,10,20,42
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Total,Total,NULL,1915,1320,710,675,25,320,455,50,170,300,,650,670,49,67,46,96,100,20,45,44
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04V,NHS WEST LEICESTERSHIRE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1275,885,365,610,20,340,460,20,130,325,,555,605,58,75,55,91,99,30,65,47
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04V,NHS WEST LEICESTERSHIRE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,60,40,20,35,*,25,25,*,5,25,,30,35,75,79,72,88,100,*,5,*
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04V,NHS WEST LEICESTERSHIRE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,35,30,15,20,*,15,15,*,5,10,,20,20,67,76,57,95,100,*,*,*
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04V,NHS WEST LEICESTERSHIRE CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04V,NHS WEST LEICESTERSHIRE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,45,35,10,15,*,10,10,*,*,10,,15,15,57,71,57,93,100,*,*,*
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04V,NHS WEST LEICESTERSHIRE CCG,All_Provider,nan,CCG,Gender,Female,NULL,1380,970,355,620,25,335,450,25,140,315,,565,615,56,73,53,91,99,30,65,44
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04V,NHS WEST LEICESTERSHIRE CCG,All_Provider,nan,CCG,Gender,Male,NULL,615,400,170,245,10,130,180,15,50,125,,220,245,55,74,52,89,99,10,30,32
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04V,NHS WEST LEICESTERSHIRE CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04V,NHS WEST LEICESTERSHIRE CCG,All_Provider,nan,CCG,Total,Total,NULL,2000,1375,525,865,35,465,635,35,195,440,,785,860,56,73,53,91,99,40,95,40
Quarter 4 2020/21,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,72Q,NHS SOUTH EAST LONDON CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,9455,6915,2125,4135,420,2085,2850,230,1030,1945,,3945,4105,56,69,52,95,99,195,295,66
Quarter 4 2020/21,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,72Q,NHS SOUTH EAST LONDON CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,255,175,70,115,15,55,70,5,35,50,,105,115,54,62,49,93,99,*,5,*
Quarter 4 2020/21,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,72Q,NHS SOUTH EAST LONDON CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,105,70,35,50,10,30,30,*,15,25,,50,50,67,63,63,96,100,*,*,*
Quarter 4 2020/21,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,72Q,NHS SOUTH EAST LONDON CCG,All_Provider,nan,CCG,Age,90 and over,NULL,5,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,72Q,NHS SOUTH EAST LONDON CCG,All_Provider,nan,CCG,Age,Under 18,NULL,160,75,25,15,*,10,10,*,5,5,,15,15,47,65,41,100,100,*,*,*
Quarter 4 2020/21,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,72Q,NHS SOUTH EAST LONDON CCG,All_Provider,nan,CCG,Gender,Female,NULL,9490,6905,2070,3955,385,1960,2710,230,990,1830,,3770,3920,55,69,51,95,99,190,295,65
Quarter 4 2020/21,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,72Q,NHS SOUTH EAST LONDON CCG,All_Provider,nan,CCG,Gender,Male,NULL,3905,2715,995,1515,145,775,1045,70,390,715,,1440,1500,56,69,52,95,99,85,120,70
Quarter 4 2020/21,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,72Q,NHS SOUTH EAST LONDON CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,30,25,20,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QKK,OUR HEALTHIER SOUTH EAST LONDON STP,72Q,NHS SOUTH EAST LONDON CCG,All_Provider,nan,CCG,Total,Total,NULL,13465,9665,3090,5475,530,2740,3760,305,1385,2550,,5225,5430,55,69,52,95,99,275,415,66
Quarter 4 2020/21,QKS,KENT AND MEDWAY STP,91Q,NHS KENT AND MEDWAY CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,8300,6040,1300,4150,175,2155,3110,155,865,2085,,3405,4115,54,75,52,82,99,210,345,61
Quarter 4 2020/21,QKS,KENT AND MEDWAY STP,91Q,NHS KENT AND MEDWAY CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,435,320,80,225,10,130,170,5,45,125,,185,225,59,75,56,82,100,10,15,63
Quarter 4 2020/21,QKS,KENT AND MEDWAY STP,91Q,NHS KENT AND MEDWAY CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,210,135,35,95,*,50,65,*,25,45,,75,95,53,69,51,78,100,*,*,*
Quarter 4 2020/21,QKS,KENT AND MEDWAY STP,91Q,NHS KENT AND MEDWAY CCG,All_Provider,nan,CCG,Age,90 and over,NULL,10,*,*,5,*,5,5,*,*,5,,5,5,71,86,71,86,100,*,*,*
Quarter 4 2020/21,QKS,KENT AND MEDWAY STP,91Q,NHS KENT AND MEDWAY CCG,All_Provider,nan,CCG,Age,Under 18,NULL,115,65,15,30,*,10,15,*,15,10,,20,30,29,52,29,68,100,*,*,*
Quarter 4 2020/21,QKS,KENT AND MEDWAY STP,91Q,NHS KENT AND MEDWAY CCG,All_Provider,nan,CCG,Gender,Female,NULL,8335,5970,1275,4085,155,2015,2995,165,905,1945,,3365,4055,51,73,49,82,99,250,390,64
Quarter 4 2020/21,QKS,KENT AND MEDWAY STP,91Q,NHS KENT AND MEDWAY CCG,All_Provider,nan,CCG,Gender,Male,NULL,3710,2650,640,1740,70,910,1290,70,370,885,,1425,1715,54,74,53,82,99,95,160,61
Quarter 4 2020/21,QKS,KENT AND MEDWAY STP,91Q,NHS KENT AND MEDWAY CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,265,145,45,60,*,25,35,*,20,25,,50,55,46,60,42,86,98,*,*,*
Quarter 4 2020/21,QKS,KENT AND MEDWAY STP,91Q,NHS KENT AND MEDWAY CCG,All_Provider,nan,CCG,Total,Total,NULL,12325,8770,1960,5890,225,2955,4325,235,1295,2850,,4845,5835,52,73,50,82,99,345,550,63
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2850,2455,950,1175,75,580,780,50,300,550,,895,1065,53,66,50,76,91,75,105,70
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,120,115,50,55,5,30,35,*,15,25,,40,50,58,61,54,72,89,*,*,*
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,70,55,30,20,*,10,10,*,*,10,,15,15,44,58,44,84,89,*,*,*
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,175,85,35,40,5,15,25,*,15,15,,40,40,49,55,49,95,100,10,15,69
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,All_Provider,nan,CCG,Gender,Female,NULL,2825,2430,910,1170,80,545,770,55,300,515,,930,1075,50,66,47,80,92,75,110,66
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,All_Provider,nan,CCG,Gender,Male,NULL,1230,960,380,455,25,230,300,20,115,225,,355,425,54,66,52,78,94,40,55,75
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,200,95,45,25,5,10,15,*,10,10,,10,20,36,52,36,33,67,*,*,*
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,All_Provider,nan,CCG,Total,Total,NULL,4275,3500,1340,1655,110,785,1085,80,430,750,,1295,1520,51,66,48,78,92,115,170,68
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06N,NHS HERTS VALLEYS CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2680,2350,770,1490,170,705,970,85,395,665,,1225,1405,53,65,50,82,94,105,150,71
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06N,NHS HERTS VALLEYS CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,150,135,45,85,15,35,55,*,25,35,,65,75,54,64,49,74,90,*,*,*
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06N,NHS HERTS VALLEYS CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,75,60,35,30,10,10,15,*,10,10,,25,25,50,54,40,82,96,*,*,*
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06N,NHS HERTS VALLEYS CCG,All_Provider,nan,CCG,Age,90 and over,NULL,5,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06N,NHS HERTS VALLEYS CCG,All_Provider,nan,CCG,Age,Under 18,NULL,185,115,35,60,*,30,40,*,15,25,,60,60,50,68,43,94,100,10,15,79
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06N,NHS HERTS VALLEYS CCG,All_Provider,nan,CCG,Gender,Female,NULL,2640,2290,765,1415,135,645,915,80,385,605,,1190,1340,50,65,47,84,95,120,170,70
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06N,NHS HERTS VALLEYS CCG,All_Provider,nan,CCG,Gender,Male,NULL,1220,1050,325,625,85,290,410,30,160,275,,525,605,54,66,51,84,97,50,75,68
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06N,NHS HERTS VALLEYS CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,170,80,40,45,10,20,25,5,15,20,,20,35,57,58,57,49,76,*,*,*
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,06N,NHS HERTS VALLEYS CCG,All_Provider,nan,CCG,Total,Total,NULL,4050,3425,1135,2090,230,960,1360,115,555,900,,1745,1985,52,65,48,83,95,175,245,70
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,07H,NHS WEST ESSEX CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1050,865,460,310,15,155,225,15,65,150,,295,310,53,73,50,95,100,35,45,76
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,07H,NHS WEST ESSEX CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,60,60,35,20,*,10,15,*,5,10,,20,20,42,68,42,91,100,*,*,*
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,07H,NHS WEST ESSEX CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,25,25,10,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,07H,NHS WEST ESSEX CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,07H,NHS WEST ESSEX CCG,All_Provider,nan,CCG,Age,Under 18,NULL,35,30,20,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 4 2020/21,QM7,HERTFORDSHIRE AND WEST ESSEX STP,07H,NHS WEST ESSEX CCG,All_Provider,nan,CCG,Gender,Female,NULL,1060,885,455,285,20,145,210,15,60,140,,270,285,55,73,52,95,100,30,40,74
