Quarter,STP,STPName,CCG,CCGName,Provider,ProviderName,GroupType,VariableType,VariableA,VariableB,ReferralsReceived,FirstTreatment,EndedTreatedOnce,FinishedCourseTreatment,NotCaseness,Recovery,Improvement,Deterioration,NoReliableChange,ReliableRecovery,ProbDescMeanSession,FirstTreatment6WeeksFinishedCourse,FirstTreatment18WeeksFinishedCourse,RecoveryRate,ImprovementRate,ReliableRecoveryRate,FirstTreatment6WeeksFinishedCourseRate,FirstTreatment18WeeksFinishedCourseRate,CountAppropriatePairedADSM,CountADSMFinishedTreatment,PercentageAppropriatePairedADSM
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,55,35,10,25,*,15,20,*,5,15,,25,25,65,69,65,96,100,*,*,*
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Age,Under 18,NULL,80,50,20,20,*,10,15,*,*,10,,20,20,57,76,57,95,100,*,10,*
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Gender,Female,NULL,2410,1865,575,1180,80,520,785,70,315,500,,1135,1180,47,67,45,96,100,55,260,21
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Gender,Male,NULL,1345,955,310,640,60,305,445,35,155,290,,615,640,52,70,50,96,100,25,120,21
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,20,15,*,10,*,*,*,*,5,*,,5,10,*,*,*,78,100,*,*,*
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Total,Total,NULL,3780,2840,890,1830,135,825,1235,105,475,795,,1755,1830,49,67,47,96,100,85,385,22
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,3400,3300,630,995,50,490,650,65,280,455,,410,685,52,65,48,41,69,90,165,56
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,160,170,40,50,*,25,35,*,15,25,,20,30,57,70,53,36,62,5,5,83
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,70,75,30,20,*,15,15,*,5,15,,5,10,67,73,67,27,50,*,*,*
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Age,Under 18,NULL,210,140,25,25,*,10,15,5,5,10,,10,25,30,48,30,30,96,*,5,*
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Gender,Female,NULL,3155,2960,550,935,45,435,590,75,270,405,,385,665,49,63,46,41,71,105,175,60
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Gender,Male,NULL,1745,1595,385,470,25,235,315,25,130,220,,175,305,53,67,50,37,65,40,75,52
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Total,Total,NULL,4925,4570,935,1405,70,670,905,100,400,625,,560,970,50,64,47,40,69,145,250,58
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2865,2090,580,1285,90,635,855,90,345,600,,1285,1285,53,66,50,100,100,120,200,59
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,125,115,25,85,10,55,65,*,15,55,,85,85,73,75,71,100,100,10,15,56
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,65,50,20,20,*,10,15,*,5,10,,20,20,63,75,58,95,100,*,*,*
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Age,Under 18,NULL,120,70,25,30,*,10,20,*,5,10,,30,30,41,62,41,100,100,5,10,58
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Gender,Female,NULL,2895,2085,565,1280,75,635,845,85,350,595,,1280,1280,53,66,49,100,100,135,220,62
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Gender,Male,NULL,1465,980,315,535,40,265,350,35,150,250,,535,535,54,66,50,100,100,55,85,62
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Total,Total,NULL,4380,3075,880,1820,115,900,1200,120,500,845,,1820,1820,53,66,50,100,100,190,310,62
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,810,600,260,315,25,165,230,20,65,150,,310,315,55,72,52,97,100,20,75,27
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,45,25,15,20,*,10,15,*,*,10,,20,20,57,78,57,100,100,*,*,*
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,35,25,*,10,*,5,5,*,*,5,,5,10,75,75,63,88,100,*,*,*
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,10,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Gender,Female,NULL,740,530,215,310,20,155,235,20,55,150,,300,310,54,76,51,97,100,20,75,24
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Gender,Male,NULL,410,295,140,120,10,60,80,10,35,55,,120,120,55,64,51,98,99,5,25,27
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Total,Total,NULL,1160,835,360,435,30,220,315,25,90,205,,420,430,54,73,51,97,100,25,100,25
Quarter 3 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,7605,5390,1105,4175,260,1940,2695,180,1045,1830,,3765,4170,50,65,47,90,100,300,510,59
Quarter 3 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,335,270,35,195,25,110,135,*,50,100,,180,195,64,69,57,91,99,10,15,65
Quarter 3 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,160,125,25,105,10,65,75,5,20,65,,90,105,68,71,66,86,100,5,10,45
Quarter 3 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,365,205,45,130,*,45,80,10,35,45,,110,130,37,62,35,87,100,20,30,64
Quarter 3 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Gender,Female,NULL,7415,5165,1040,3945,185,1790,2550,155,990,1695,,3540,3940,48,65,45,90,100,315,520,60
Quarter 3 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Gender,Male,NULL,3485,2405,565,1835,145,830,1155,90,465,780,,1635,1830,49,63,46,89,100,145,240,62
Quarter 3 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,15,10,*,10,*,*,5,*,*,*,,5,10,*,75,*,88,100,*,*,*
Quarter 3 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Total,Total,NULL,11095,7640,1615,5815,335,2635,3720,250,1465,2485,,5210,5810,48,64,45,90,100,465,760,61
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2810,2130,1375,720,25,370,465,40,160,340,,690,720,53,65,49,96,100,60,105,55
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,200,165,115,55,*,40,45,*,5,35,,55,55,67,75,60,100,100,5,5,71
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,120,105,95,25,*,15,20,*,*,15,,20,25,70,78,61,96,100,*,*,*
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Age,90 and over,NULL,5,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Age,Under 18,NULL,260,145,80,25,*,15,20,*,*,15,,25,25,56,72,56,100,100,*,5,*
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Female,NULL,2760,2060,1320,720,15,375,480,50,155,350,,695,720,53,67,50,96,100,75,120,61
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Male,NULL,1470,1015,715,315,15,160,200,15,70,145,,305,315,53,65,48,97,100,30,50,64
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Total,Total,NULL,4250,3095,2050,1035,30,535,685,65,225,495,,1000,1035,53,66,49,97,100,105,170,62
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1790,1400,600,670,65,320,435,30,185,300,,615,670,52,65,49,91,100,50,130,38
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,115,85,30,55,5,30,35,*,10,30,,50,55,66,69,64,93,98,*,10,*
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,60,50,25,25,*,15,20,*,5,15,,25,25,65,70,58,96,100,*,*,*
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Age,Under 18,NULL,40,30,20,15,*,5,10,*,*,5,,10,15,55,62,55,92,100,*,*,*
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Gender,Female,NULL,1785,1385,555,650,55,295,420,30,185,275,,580,650,49,64,46,89,100,60,145,41
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Gender,Male,NULL,890,655,285,305,30,145,190,10,85,135,,290,300,53,63,50,95,99,25,55,44
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Total,Total,NULL,2680,2045,845,960,85,440,610,45,270,415,,870,955,51,64,47,91,100,85,200,42
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1605,1160,620,470,15,240,305,20,120,220,,450,470,53,65,48,96,100,35,75,49
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,125,100,65,45,*,30,30,*,10,25,,45,45,68,71,63,96,100,*,*,*
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,75,65,50,15,*,10,10,*,*,10,,15,15,73,80,73,93,100,*,*,*
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Age,Under 18,NULL,110,70,35,25,*,5,10,5,5,5,,25,25,29,44,25,96,100,*,10,*
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Female,NULL,1595,1170,655,485,10,250,310,30,130,225,,460,485,52,64,48,95,100,35,75,48
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Male,NULL,790,530,315,175,10,85,115,10,45,80,,175,175,51,64,47,99,100,20,35,56
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Total,Total,NULL,2390,1695,965,660,20,335,425,35,175,305,,635,660,52,64,48,96,100,55,110,50
Quarter 3 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,6265,4150,1790,2395,115,1260,1605,130,655,1170,,2335,2395,55,67,51,97,100,195,390,50
Quarter 3 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,410,300,155,155,*,105,120,*,30,95,,150,155,68,79,64,98,100,10,20,36
Quarter 3 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,245,180,100,80,10,55,60,*,20,50,,80,80,72,71,65,100,100,*,5,*
Quarter 3 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Age,90 and over,NULL,10,5,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Age,Under 18,NULL,70,40,15,20,10,10,5,*,10,5,,15,20,80,33,60,94,100,*,*,*
Quarter 3 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Gender,Female,NULL,6390,4210,1765,2385,120,1185,1555,145,675,1100,,2330,2385,52,65,49,98,100,215,445,49
Quarter 3 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Gender,Male,NULL,3160,2035,895,1075,50,555,700,45,325,515,,1050,1075,54,65,50,98,100,80,170,48
Quarter 3 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,15,10,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Total,Total,NULL,9600,6275,2670,3465,170,1745,2265,190,1000,1620,,3390,3465,53,65,49,98,100,300,615,49
Quarter 3 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,3775,2225,595,1320,10,680,905,80,325,635,,1280,1320,52,68,48,97,100,125,155,81
Quarter 3 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,195,130,45,65,*,45,50,*,15,40,,65,65,66,72,62,96,100,10,10,100
Quarter 3 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,105,60,25,40,*,30,35,*,*,30,,40,40,73,90,71,93,100,*,5,*
Quarter 3 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Age,90 and over,NULL,10,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,200,90,20,25,*,5,10,*,10,*,,25,25,26,37,*,96,100,*,*,*
Quarter 3 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Gender,Female,NULL,3760,2230,565,1405,10,660,925,95,375,620,,1355,1405,47,66,44,97,100,130,165,78
Quarter 3 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Gender,Male,NULL,1925,1030,320,500,*,260,345,30,120,240,,480,500,53,69,49,96,100,60,70,85
Quarter 3 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Total,Total,NULL,5705,3270,890,1910,15,925,1275,125,495,860,,1840,1910,49,67,45,96,100,185,235,80
Quarter 3 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1500,820,300,440,15,245,310,25,105,230,,295,390,57,70,54,67,88,30,65,44
Quarter 3 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,95,45,15,30,*,15,20,*,10,15,,20,30,50,63,46,70,97,*,*,*
Quarter 3 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,50,20,10,15,*,10,10,*,5,10,,10,15,56,71,50,65,94,*,*,*
Quarter 3 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Age,Under 18,NULL,90,40,15,10,*,*,*,*,*,*,,5,10,*,*,*,75,100,*,*,*
Quarter 3 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Gender,Female,NULL,1455,800,305,420,20,235,295,30,95,225,,285,370,58,70,55,67,88,25,60,40
Quarter 3 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Gender,Male,NULL,680,310,120,180,5,90,110,10,60,80,,120,160,51,62,47,66,91,10,25,39
Quarter 3 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Total,Total,NULL,2140,1110,430,605,25,325,410,40,155,305,,405,535,56,68,52,67,89,35,85,39
Quarter 3 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1510,835,325,375,15,175,235,25,110,160,,260,340,49,63,45,69,91,20,50,43
Quarter 3 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,50,30,15,15,*,5,10,*,5,5,,10,15,38,59,31,47,76,*,*,*
Quarter 3 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,20,15,5,5,*,*,*,*,*,*,,*,5,*,*,*,*,100,*,*,*
Quarter 3 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Age,Under 18,NULL,70,25,10,5,*,*,*,*,5,*,,5,5,*,*,*,71,86,*,*,*
Quarter 3 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Gender,Female,NULL,1690,900,340,410,10,185,270,20,120,170,,300,380,47,66,43,73,93,20,50,36
Quarter 3 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Gender,Male,NULL,785,365,175,155,10,65,90,15,50,60,,105,140,45,58,41,66,89,10,25,48
Quarter 3 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Total,Total,NULL,2485,1265,510,570,20,250,360,35,170,230,,400,520,46,64,42,71,92,30,75,40
Quarter 3 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04V,NHS WEST LEICESTERSHIRE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1780,960,395,580,50,305,385,35,160,280,,340,475,58,66,53,59,82,40,85,46
