Quarter,STP,STPName,CCG,CCGName,Provider,ProviderName,GroupType,VariableType,VariableA,VariableB,ReferralsReceived,FirstTreatment,EndedTreatedOnce,FinishedCourseTreatment,NotCaseness,Recovery,Improvement,Deterioration,NoReliableChange,ReliableRecovery,ProbDescMeanSession,FirstTreatment6WeeksFinishedCourse,FirstTreatment18WeeksFinishedCourse,RecoveryRate,ImprovementRate,ReliableRecoveryRate,FirstTreatment6WeeksFinishedCourseRate,FirstTreatment18WeeksFinishedCourseRate,CountAppropriatePairedADSM,CountADSMFinishedTreatment,PercentageAppropriatePairedADSM
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,01H,NHS NORTH CUMBRIA CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,45,30,15,20,*,10,15,*,*,10,,20,20,63,78,63,100,100,*,*,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,01H,NHS NORTH CUMBRIA CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,01H,NHS NORTH CUMBRIA CCG,All_Provider,nan,CCG,Age,Under 18,NULL,20,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,01H,NHS NORTH CUMBRIA CCG,All_Provider,nan,CCG,Gender,Female,NULL,1470,750,160,705,50,320,490,40,160,310,,705,705,49,69,47,100,100,80,130,63
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,01H,NHS NORTH CUMBRIA CCG,All_Provider,nan,CCG,Gender,Male,NULL,765,395,80,340,30,155,225,15,90,145,,340,340,50,67,48,100,100,40,55,68
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,01H,NHS NORTH CUMBRIA CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,01H,NHS NORTH CUMBRIA CCG,All_Provider,nan,CCG,Total,Total,NULL,2245,1150,240,1040,85,470,715,50,250,455,,1040,1040,49,69,47,100,100,120,185,65
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2445,1830,620,1135,85,520,780,75,275,500,,1085,1135,49,69,48,95,100,35,225,17
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,105,95,30,55,*,30,40,*,15,30,,55,55,57,70,54,96,100,*,10,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,50,40,15,15,*,10,10,*,5,5,,15,15,75,64,58,93,100,*,*,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Age,90 and over,NULL,5,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Age,Under 18,NULL,55,35,20,20,*,15,15,*,5,10,,20,20,67,64,57,95,100,*,10,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Gender,Female,NULL,2315,1685,590,1160,75,525,795,70,285,505,,1090,1160,49,69,47,94,100,45,245,18
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Gender,Male,NULL,1305,980,365,550,40,245,365,35,145,230,,535,550,49,66,45,97,100,30,125,23
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,15,15,5,5,*,*,5,*,*,*,,5,5,*,100,*,100,100,*,*,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Total,Total,NULL,3640,2675,960,1715,120,780,1165,105,435,740,,1630,1715,49,68,46,95,100,70,370,20
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2540,1910,285,785,75,380,495,55,230,355,,345,530,53,63,50,44,68,75,145,52
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,120,90,10,40,*,20,25,*,10,20,,15,30,63,64,54,44,72,*,*,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,45,30,5,10,*,*,5,*,*,*,,5,5,*,63,*,88,88,*,*,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Age,Under 18,NULL,90,70,10,25,*,10,15,*,10,5,,10,20,35,58,27,35,77,*,10,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Gender,Female,NULL,2290,1790,245,760,70,355,480,60,220,335,,330,525,51,63,49,43,69,65,130,50
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Gender,Male,NULL,1225,875,150,360,25,170,225,25,110,155,,145,245,51,62,47,40,68,35,70,49
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Total,Total,NULL,3525,2670,395,1120,95,525,700,85,330,490,,475,770,51,62,48,42,68,100,205,50
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2925,2110,545,1345,90,700,925,65,350,660,,1345,1345,56,69,53,100,100,125,205,60
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,135,110,25,65,*,50,50,*,10,45,,65,65,80,79,78,100,100,5,10,75
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,50,40,15,15,*,10,10,*,*,10,,15,15,86,75,79,100,100,*,*,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Age,Under 18,NULL,100,65,20,35,*,15,25,*,10,15,,35,35,46,64,43,100,100,5,10,56
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Gender,Female,NULL,2830,2010,505,1310,75,650,900,75,330,615,,1310,1310,53,69,50,100,100,135,235,58
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Gender,Male,NULL,1395,1015,315,630,45,325,415,30,180,315,,625,630,56,66,54,100,100,60,85,67
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Total,Total,NULL,4235,3035,820,1940,115,975,1315,105,515,930,,1940,1940,54,68,51,100,100,195,320,60
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,860,680,250,340,25,195,255,20,65,190,,330,335,63,75,60,97,99,15,70,21
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,50,35,5,20,*,10,10,*,5,10,,20,20,69,67,63,100,100,*,*,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,20,15,10,10,*,5,5,*,*,5,,10,10,63,67,63,100,100,*,*,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,10,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Gender,Female,NULL,770,615,225,315,20,170,230,15,70,160,,310,315,57,73,54,98,100,15,75,17
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Gender,Male,NULL,440,335,125,145,10,85,110,10,30,85,,140,145,64,74,63,96,98,5,20,37
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Total,Total,NULL,1220,955,355,465,30,255,340,25,100,245,,450,460,59,73,57,97,99,20,100,21
Quarter 2 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,7530,5640,1080,4220,280,2060,2825,185,1000,1950,,3890,4210,52,67,50,92,100,320,540,60
Quarter 2 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,315,265,35,220,25,125,145,5,60,115,,205,220,65,66,59,94,100,10,15,47
Quarter 2 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,190,150,30,95,15,50,60,*,25,45,,90,95,63,66,57,97,100,*,*,*
Quarter 2 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Age,90 and over,NULL,5,5,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,315,225,50,170,10,65,110,10,45,60,,145,170,40,64,38,86,100,25,30,80
Quarter 2 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Gender,Female,NULL,7190,5395,1015,4095,245,1880,2700,180,1000,1790,,3770,4095,49,66,46,92,100,320,530,60
Quarter 2 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Gender,Male,NULL,3590,2635,600,1905,145,950,1255,85,455,885,,1765,1905,54,66,50,93,100,180,285,64
Quarter 2 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,20,10,*,5,*,*,*,*,*,*,,5,5,*,*,*,100,100,*,*,*
Quarter 2 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Total,Total,NULL,10870,8090,1625,6045,390,2840,3970,270,1465,2680,,5570,6035,50,66,47,92,100,500,815,62
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2725,1860,1205,685,25,355,450,35,125,335,,655,685,54,66,51,96,100,50,85,57
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,215,180,135,45,*,30,35,*,5,25,,45,45,67,74,60,94,100,*,5,*
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,135,110,80,20,*,10,10,*,*,10,,15,15,53,67,53,94,94,*,*,*
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Age,90 and over,NULL,20,15,15,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Age,Under 18,NULL,185,95,85,30,*,10,10,*,10,10,,30,30,34,41,34,97,100,5,10,56
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Female,NULL,2680,1840,1215,710,20,345,460,40,145,325,,670,705,50,65,47,94,100,65,110,56
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Male,NULL,1430,930,665,295,15,150,190,10,55,140,,285,295,53,65,50,97,100,25,45,59
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06L,NHS IPSWICH AND EAST SUFFOLK CCG,All_Provider,nan,CCG,Total,Total,NULL,4125,2785,1890,1005,30,495,650,50,200,465,,960,1005,51,65,48,95,100,90,160,57
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1900,1265,490,660,55,270,395,35,175,255,,630,660,44,60,42,95,100,70,140,51
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,125,95,40,55,*,30,35,*,5,30,,50,50,58,70,58,96,98,*,10,*
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,95,70,30,45,5,15,25,*,10,15,,40,45,43,51,40,87,96,*,5,*
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Age,90 and over,NULL,10,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Age,Under 18,NULL,60,35,10,10,*,*,5,*,*,*,,10,10,*,70,*,100,100,*,*,*
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Gender,Female,NULL,1885,1240,505,655,40,280,415,30,165,270,,620,655,45,63,44,95,100,80,160,50
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Gender,Male,NULL,890,585,250,345,35,150,210,20,75,140,,325,340,48,60,45,94,99,40,65,58
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,06T,NHS NORTH EAST ESSEX CCG,All_Provider,nan,CCG,Total,Total,NULL,2780,1830,760,1005,75,430,625,50,240,415,,950,1000,46,62,44,95,99,120,225,52
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1475,995,615,395,10,205,265,20,90,190,,375,390,53,67,49,96,100,45,60,73
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,105,90,60,35,*,25,30,*,5,25,,35,35,74,81,71,97,100,*,5,*
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,75,55,40,10,*,5,5,*,*,*,,10,10,71,63,*,100,100,*,*,*
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Age,Under 18,NULL,100,45,30,25,*,10,15,5,*,10,,20,25,36,61,36,87,100,*,5,*
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Female,NULL,1490,975,610,400,15,200,275,25,85,190,,380,400,51,68,49,95,100,50,70,70
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Male,NULL,770,500,350,180,*,95,115,10,45,85,,170,175,54,66,49,97,99,20,30,68
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QJG,SUFFOLK AND NORTH EAST ESSEX ICS,07K,NHS WEST SUFFOLK CCG,All_Provider,nan,CCG,Total,Total,NULL,2270,1475,960,580,15,295,390,35,130,275,,550,580,52,68,49,95,100,70,100,70
Quarter 2 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,6135,4380,1840,2650,125,1390,1830,130,685,1300,,2575,2650,55,69,52,97,100,215,435,50
Quarter 2 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,400,310,130,160,10,95,125,10,25,90,,155,160,62,78,60,97,100,10,25,30
Quarter 2 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,265,195,110,95,10,55,60,*,30,50,,95,95,67,65,60,100,100,*,10,*
Quarter 2 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Age,90 and over,NULL,10,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Age,Under 18,NULL,65,30,10,10,*,*,*,*,*,*,,10,10,*,*,*,100,100,*,*,*
Quarter 2 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Gender,Female,NULL,6000,4255,1790,2720,120,1385,1860,140,715,1300,,2650,2720,53,68,50,97,100,240,500,48
Quarter 2 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Gender,Male,NULL,3040,2080,935,1210,50,610,815,65,335,560,,1180,1210,53,67,48,98,100,80,190,43
Quarter 2 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,10,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QJK,DEVON STP,15N,NHS DEVON CCG,All_Provider,nan,CCG,Total,Total,NULL,9075,6355,2730,3940,170,2000,2680,205,1050,1865,,3840,3940,53,68,49,97,100,325,690,47
Quarter 2 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,3770,2465,660,1495,15,780,1045,105,330,735,,1455,1495,53,70,50,97,100,165,205,81
Quarter 2 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,240,170,45,80,*,45,55,10,15,40,,80,80,54,69,49,99,100,5,10,75
Quarter 2 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,130,90,30,30,*,20,20,*,10,15,,30,30,61,63,55,97,97,*,*,*
Quarter 2 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Age,90 and over,NULL,5,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,180,95,25,40,*,5,20,*,15,5,,40,40,17,50,17,95,100,5,10,88
Quarter 2 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Gender,Female,NULL,3825,2505,625,1605,15,760,1075,120,400,715,,1560,1605,48,67,45,97,100,175,220,80
Quarter 2 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Gender,Male,NULL,1915,1110,410,595,5,295,405,45,145,275,,580,595,50,68,46,97,100,80,95,86
Quarter 2 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QJM,LINCOLNSHIRE STP,71E,NHS LINCOLNSHIRE CCG,All_Provider,nan,CCG,Total,Total,NULL,5755,3625,1040,2210,20,1050,1485,160,545,990,,2150,2210,48,67,45,97,100,255,315,82
Quarter 2 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1400,1110,300,360,35,190,240,20,100,185,,210,295,60,66,57,58,82,15,45,28
Quarter 2 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,90,75,30,30,*,20,20,*,5,20,,15,25,70,75,67,61,82,*,*,*
Quarter 2 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,65,40,10,10,*,5,5,*,*,5,,10,10,88,70,88,80,100,*,*,*
Quarter 2 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Age,Under 18,NULL,70,35,10,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Gender,Female,NULL,1405,1115,315,375,30,200,250,15,105,190,,220,310,58,66,55,60,83,15,55,31
Quarter 2 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Gender,Male,NULL,670,450,130,140,10,80,95,10,35,75,,90,125,60,68,56,65,88,*,10,*
Quarter 2 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,All_Provider,nan,CCG,Total,Total,NULL,2075,1570,445,515,40,280,345,25,140,260,,315,435,59,67,55,61,84,20,65,29
Quarter 2 2021/22,QK1,"LEICESTER, LEICESTERSHIRE AND RUTLAND STP",04C,NHS LEICESTER CITY CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1520,1005,285,315,15,150,200,25,90,145,,245,285,51,63,48,79,91,15,35,52
