Quarter,STP,STPName,CCG,CCGName,Provider,ProviderName,GroupType,VariableType,VariableA,VariableB,ReferralsReceived,FirstTreatment,EndedTreatedOnce,FinishedCourseTreatment,NotCaseness,Recovery,Improvement,Deterioration,NoReliableChange,ReliableRecovery,ProbDescMeanSession,FirstTreatment6WeeksFinishedCourse,FirstTreatment18WeeksFinishedCourse,RecoveryRate,ImprovementRate,ReliableRecoveryRate,FirstTreatment6WeeksFinishedCourseRate,FirstTreatment18WeeksFinishedCourseRate,CountAppropriatePairedADSM,CountADSMFinishedTreatment,PercentageAppropriatePairedADSM
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,06Q,NHS MID ESSEX CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,55.0,25.0,15.0,10.0,,15.0,5.0,,10.0,15.0,,10.0,10.0,70.0,63.0,65.0,100.0,100.0,,,
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,06Q,NHS MID ESSEX CCG,All_Provider,nan,CCG,Gender,Female,NULL,875.0,555.0,510.0,665.0,65.0,280.0,425.0,40.0,185.0,265.0,,,660.0,47.0,64.0,45.0,99.0,100.0,110.0,125.0,87.0
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,06Q,NHS MID ESSEX CCG,All_Provider,nan,CCG,Gender,Male,NULL,10.0,,255.0,295.0,40.0,150.0,200.0,15.0,75.0,145.0,,295.0,295.0,59.0,68.0,57.0,100.0,100.0,50.0,55.0,92.0
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,06Q,NHS MID ESSEX CCG,All_Provider,nan,CCG,Total,Total,NULL,,,,,,,,,,,,,,,,48.0,,,160.0,180.0,89.0
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,07G,NHS THURROCK CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,50.0,45.0,25.0,30.0,45.0,260.0,360.0,30.0,155.0,250.0,,30.0,30.0,51.0,66.0,49.0,100.0,100.0,70.0,150.0,48.0
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,07G,NHS THURROCK CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,30.0,25.0,15.0,10.0,,10.0,10.0,,10.0,10.0,,10.0,10.0,89.0,100.0,50.0,100.0,100.0,,10.0,
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,07G,NHS THURROCK CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,15.0,10.0,,,,,,,,,,,,,,89.0,,,,,
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,07G,NHS THURROCK CCG,All_Provider,nan,CCG,Gender,Female,NULL,475.0,375.0,140.0,240.0,25.0,105.0,150.0,20.0,65.0,100.0,,235.0,240.0,50.0,64.0,46.0,98.0,100.0,25.0,55.0,50.0
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,07G,NHS THURROCK CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,,,,,,,,,,,,,,,,,,,47.0
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,07G,NHS THURROCK CCG,All_Provider,nan,CCG,Total,Total,NULL,,,440.0,720.0,55.0,335.0,470.0,40.0,210.0,320.0,,710.0,720.0,50.0,65.0,48.0,98.0,100.0,100.0,205.0,50.0
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,99E,NHS BASILDON AND BRENTWOOD CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,120.0,110.0,535.0,850.0,10.0,465.0,605.0,40.0,195.0,435.0,,65.0,65.0,55.0,71.0,52.0,98.0,100.0,100.0,140.0,71.0
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,99E,NHS BASILDON AND BRENTWOOD CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,55.0,45.0,15.0,40.0,,45.0,50.0,,10.0,45.0,,40.0,40.0,75.0,79.0,73.0,95.0,95.0,,,
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,99E,NHS BASILDON AND BRENTWOOD CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,55.0,45.0,15.0,15.0,,5.0,15.0,,5.0,5.0,,15.0,15.0,35.0,76.0,35.0,100.0,100.0,,5.0,
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,99E,NHS BASILDON AND BRENTWOOD CCG,All_Provider,nan,CCG,Gender,Female,NULL,825.0,625.0,500.0,835.0,10.0,440.0,585.0,40.0,195.0,415.0,,825.0,830.0,53.0,70.0,50.0,99.0,99.0,100.0,140.0,73.0
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,99E,NHS BASILDON AND BRENTWOOD CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,265.0,365.0,,205.0,265.0,20.0,75.0,195.0,,360.0,365.0,57.0,73.0,55.0,99.0,100.0,40.0,60.0,70.0
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,99E,NHS BASILDON AND BRENTWOOD CCG,All_Provider,nan,CCG,Total,Total,NULL,,,,,10.0,650.0,855.0,60.0,270.0,615.0,,,,54.0,71.0,52.0,,,145.0,200.0,72.0
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,99F,NHS CASTLE POINT AND ROCHFORD CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,55.0,35.0,25.0,40.0,5.0,20.0,25.0,5.0,10.0,20.0,,40.0,40.0,63.0,64.0,63.0,100.0,100.0,,,
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,99F,NHS CASTLE POINT AND ROCHFORD CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,5.0,5.0,15.0,15.0,,10.0,10.0,,,10.0,,15.0,15.0,75.0,85.0,67.0,100.0,100.0,,,
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,99F,NHS CASTLE POINT AND ROCHFORD CCG,All_Provider,nan,CCG,Gender,Female,NULL,495.0,350.0,275.0,410.0,35.0,200.0,280.0,30.0,100.0,190.0,,410.0,410.0,52.0,68.0,50.0,100.0,100.0,25.0,80.0,33.0
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,99F,NHS CASTLE POINT AND ROCHFORD CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,120.0,155.0,15.0,75.0,110.0,10.0,35.0,70.0,,155.0,155.0,52.0,72.0,51.0,99.0,100.0,10.0,20.0,50.0
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,99F,NHS CASTLE POINT AND ROCHFORD CCG,All_Provider,nan,CCG,Total,Total,NULL,,,395.0,570.0,45.0,270.0,395.0,40.0,135.0,260.0,,,570.0,52.0,69.0,50.0,99.0,100.0,35.0,100.0,37.0
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,99G,NHS SOUTHEND CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,85.0,60.0,355.0,510.0,55.0,230.0,325.0,35.0,150.0,215.0,,30.0,30.0,51.0,64.0,48.0,100.0,100.0,30.0,100.0,28.0
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,99G,NHS SOUTHEND CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,50.0,40.0,10.0,15.0,5.0,15.0,10.0,,10.0,15.0,,15.0,15.0,65.0,72.0,65.0,100.0,100.0,,,
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,99G,NHS SOUTHEND CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,15.0,15.0,,,,5.0,,,,5.0,,,,60.0,77.0,60.0,,,,,
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,99G,NHS SOUTHEND CCG,All_Provider,nan,CCG,Gender,Female,NULL,620.0,400.0,155.0,195.0,30.0,195.0,285.0,30.0,140.0,180.0,,195.0,195.0,47.0,62.0,44.0,100.0,100.0,30.0,110.0,28.0
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,99G,NHS SOUTHEND CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,,,,95.0,135.0,10.0,50.0,95.0,,,,58.0,69.0,57.0,,,10.0,30.0,38.0
Quarter 4 2021/22,QH8,MID AND SOUTH ESSEX STP,99G,NHS SOUTHEND CCG,All_Provider,nan,CCG,Total,Total,NULL,,,,655.0,75.0,290.0,420.0,45.0,185.0,275.0,,,,50.0,64.0,47.0,,,45.0,140.0,30.0
Quarter 4 2021/22,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",All_Provider,nan,CCG,Age,18 to 64,NULL,305.0,250.0,125.0,115.0,140.0,1015.0,1425.0,120.0,520.0,970.0,,115.0,115.0,52.0,68.0,50.0,98.0,99.0,170.0,340.0,51.0
Quarter 4 2021/22,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",All_Provider,nan,CCG,Age,65 to 74,NULL,145.0,100.0,70.0,70.0,15.0,65.0,90.0,5.0,20.0,60.0,,65.0,70.0,64.0,77.0,59.0,99.0,100.0,10.0,15.0,47.0
Quarter 4 2021/22,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",All_Provider,nan,CCG,Age,75 to 89,NULL,160.0,65.0,35.0,10.0,10.0,5.0,10.0,5.0,15.0,40.0,,10.0,10.0,75.0,100.0,69.0,100.0,100.0,,5.0,
Quarter 4 2021/22,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",All_Provider,nan,CCG,Age,Under 18,NULL,,,,,,,,,,5.0,,,,56.0,,56.0,,,,,
Quarter 4 2021/22,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",All_Provider,nan,CCG,Gender,Female,NULL,2740.0,1935.0,950.0,785.0,125.0,935.0,1360.0,120.0,480.0,895.0,,785.0,785.0,51.0,69.0,48.0,100.0,100.0,190.0,355.0,54.0
Quarter 4 2021/22,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",All_Provider,nan,CCG,Gender,Male,NULL,5.0,,,,50.0,390.0,520.0,50.0,210.0,365.0,,,,53.0,66.0,50.0,,,65.0,135.0,49.0
Quarter 4 2021/22,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",All_Provider,nan,CCG,Total,Total,NULL,,,,,,,,,,,,,,,,,,,255.0,,52.0
Quarter 4 2021/22,QHL,BIRMINGHAM AND SOLIHULL STP,15E,NHS BIRMINGHAM AND SOLIHULL CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,290.0,200.0,2000.0,1810.0,80.0,800.0,1165.0,120.0,480.0,755.0,,50.0,1490.0,46.0,64.0,44.0,70.0,82.0,140.0,270.0,52.0
Quarter 4 2021/22,QHL,BIRMINGHAM AND SOLIHULL STP,15E,NHS BIRMINGHAM AND SOLIHULL CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,140.0,95.0,60.0,35.0,5.0,35.0,45.0,,20.0,30.0,,20.0,30.0,53.0,62.0,45.0,62.0,82.0,,10.0,
Quarter 4 2021/22,QHL,BIRMINGHAM AND SOLIHULL STP,15E,NHS BIRMINGHAM AND SOLIHULL CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,300.0,185.0,60.0,75.0,,25.0,45.0,,5.0,20.0,,65.0,75.0,77.0,63.0,73.0,85.0,97.0,,5.0,
Quarter 4 2021/22,QHL,BIRMINGHAM AND SOLIHULL STP,15E,NHS BIRMINGHAM AND SOLIHULL CCG,All_Provider,nan,CCG,Age,Under 18,NULL,,,,,,25.0,,,20.0,25.0,,,,36.0,,36.0,,,,10.0,
Quarter 4 2021/22,QHL,BIRMINGHAM AND SOLIHULL STP,15E,NHS BIRMINGHAM AND SOLIHULL CCG,All_Provider,nan,CCG,Gender,Female,NULL,,,1810.0,1895.0,75.0,820.0,1200.0,115.0,520.0,760.0,,1220.0,1630.0,45.0,63.0,42.0,64.0,86.0,125.0,260.0,48.0
Quarter 4 2021/22,QHL,BIRMINGHAM AND SOLIHULL STP,15E,NHS BIRMINGHAM AND SOLIHULL CCG,All_Provider,nan,CCG,Gender,Male,NULL,5.0,,,,40.0,330.0,480.0,40.0,200.0,310.0,,,,46.0,64.0,44.0,,,55.0,110.0,50.0
Quarter 4 2021/22,QHL,BIRMINGHAM AND SOLIHULL STP,15E,NHS BIRMINGHAM AND SOLIHULL CCG,All_Provider,nan,CCG,Total,Total,NULL,,,2725.0,2650.0,115.0,1150.0,1690.0,160.0,720.0,1075.0,,,,45.0,64.0,42.0,,85.0,180.0,375.0,49.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,00L,NHS NORTHUMBERLAND CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,85.0,75.0,15.0,35.0,5.0,20.0,25.0,30.0,5.0,20.0,,25.0,35.0,69.0,73.0,69.0,68.0,100.0,50.0,55.0,87.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,00L,NHS NORTHUMBERLAND CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,65.0,30.0,15.0,15.0,,5.0,10.0,,5.0,5.0,,10.0,10.0,54.0,65.0,54.0,91.0,100.0,,,
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,00L,NHS NORTHUMBERLAND CCG,All_Provider,nan,CCG,Age,Under 18,NULL,,,10.0,10.0,,5.0,10.0,,,5.0,,,,55.0,73.0,45.0,,,,,
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,00L,NHS NORTHUMBERLAND CCG,All_Provider,nan,CCG,Gender,Female,NULL,705.0,425.0,280.0,445.0,25.0,210.0,310.0,25.0,110.0,205.0,,140.0,445.0,50.0,69.0,48.0,72.0,100.0,50.0,60.0,85.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,00L,NHS NORTHUMBERLAND CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,145.0,195.0,10.0,100.0,130.0,15.0,50.0,95.0,,,195.0,53.0,66.0,50.0,,99.0,15.0,15.0,93.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,00L,NHS NORTHUMBERLAND CCG,All_Provider,nan,CCG,Total,Total,NULL,,,,,,310.0,,40.0,165.0,295.0,,,,51.0,,49.0,,,65.0,75.0,86.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,00N,NHS SOUTH TYNESIDE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,70.0,45.0,10.0,35.0,25.0,220.0,290.0,25.0,95.0,210.0,,30.0,35.0,56.0,70.0,54.0,97.0,100.0,5.0,40.0,17.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,00N,NHS SOUTH TYNESIDE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,55.0,40.0,10.0,15.0,,10.0,15.0,,5.0,10.0,,15.0,15.0,73.0,87.0,73.0,93.0,100.0,,,
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,00N,NHS SOUTH TYNESIDE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,80.0,40.0,10.0,10.0,,5.0,10.0,,,5.0,,10.0,10.0,50.0,67.0,50.0,75.0,100.0,,,
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,00N,NHS SOUTH TYNESIDE CCG,All_Provider,nan,CCG,Gender,Female,NULL,520.0,380.0,140.0,385.0,20.0,215.0,280.0,25.0,85.0,210.0,,195.0,205.0,59.0,72.0,57.0,96.0,100.0,10.0,50.0,16.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,00N,NHS SOUTH TYNESIDE CCG,All_Provider,nan,CCG,Gender,Male,NULL,,5.0,95.0,205.0,15.0,100.0,135.0,15.0,50.0,95.0,,,,53.0,67.0,50.0,,100.0,,30.0,
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,00N,NHS SOUTH TYNESIDE CCG,All_Provider,nan,CCG,Total,Total,NULL,1465.0,1060.0,240.0,595.0,30.0,320.0,415.0,40.0,135.0,305.0,,570.0,595.0,57.0,70.0,55.0,96.0,100.0,10.0,80.0,14.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,00P,NHS SUNDERLAND CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,50.0,35.0,50.0,30.0,,20.0,25.0,,5.0,20.0,,30.0,30.0,71.0,78.0,68.0,100.0,100.0,10.0,15.0,53.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,00P,NHS SUNDERLAND CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,90.0,50.0,25.0,15.0,,10.0,10.0,,,10.0,,10.0,10.0,85.0,86.0,85.0,100.0,100.0,,,
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,00P,NHS SUNDERLAND CCG,All_Provider,nan,CCG,Age,Under 18,NULL,,,20.0,10.0,,,,,,,,,,,,,,,,,
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,00P,NHS SUNDERLAND CCG,All_Provider,nan,CCG,Gender,Female,NULL,945.0,625.0,325.0,375.0,,230.0,285.0,10.0,85.0,220.0,,195.0,195.0,61.0,75.0,59.0,100.0,100.0,10.0,20.0,56.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,00P,NHS SUNDERLAND CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,,195.0,,130.0,155.0,10.0,30.0,125.0,,,,67.0,79.0,65.0,,,,5.0,
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,00P,NHS SUNDERLAND CCG,All_Provider,nan,CCG,Total,Total,NULL,,,910.0,570.0,5.0,360.0,435.0,20.0,115.0,345.0,,,570.0,63.0,77.0,61.0,,100.0,15.0,25.0,57.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,01H,NHS NORTH CUMBRIA CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,100.0,65.0,160.0,710.0,55.0,365.0,520.0,30.0,150.0,355.0,,65.0,710.0,56.0,73.0,54.0,100.0,100.0,90.0,130.0,68.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,01H,NHS NORTH CUMBRIA CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,60.0,35.0,10.0,30.0,10.0,40.0,50.0,,15.0,40.0,,30.0,30.0,71.0,76.0,69.0,100.0,100.0,5.0,5.0,100.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,01H,NHS NORTH CUMBRIA CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,25.0,,,,,15.0,20.0,,5.0,15.0,,,,64.0,68.0,56.0,,,,,
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,01H,NHS NORTH CUMBRIA CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,,,,,,,,,,,,,,,,,,,76.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,01H,NHS NORTH CUMBRIA CCG,All_Provider,nan,CCG,Total,Total,NULL,,,225.0,975.0,75.0,485.0,700.0,40.0,215.0,465.0,,,975.0,54.0,72.0,52.0,,100.0,120.0,185.0,66.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,110.0,80.0,30.0,60.0,5.0,590.0,45.0,55.0,300.0,565.0,,60.0,60.0,52.0,75.0,50.0,98.0,100.0,70.0,235.0,30.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,85.0,55.0,20.0,25.0,,15.0,25.0,5.0,10.0,15.0,,25.0,25.0,63.0,85.0,59.0,100.0,100.0,,10.0,
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Age,Under 18,NULL,,,20.0,10.0,,5.0,5.0,,,5.0,,10.0,10.0,60.0,55.0,60.0,100.0,100.0,,,
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Gender,Female,NULL,1395.0,945.0,330.0,615.0,45.0,545.0,415.0,55.0,280.0,525.0,,605.0,615.0,50.0,70.0,48.0,99.0,100.0,70.0,240.0,30.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Gender,Male,NULL,20.0,15.0,10.0,10.0,,5.0,10.0,35.0,160.0,285.0,,10.0,10.0,42.0,83.0,50.0,100.0,100.0,40.0,120.0,33.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,13T,NHS NEWCASTLE GATESHEAD CCG,All_Provider,nan,CCG,Total,Total,NULL,,,,,,,,,,810.0,,,,,,49.0,,,115.0,365.0,31.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,185.0,200.0,70.0,50.0,35.0,550.0,735.0,60.0,310.0,525.0,,25.0,30.0,51.0,66.0,49.0,47.0,65.0,105.0,165.0,63.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,65.0,60.0,25.0,20.0,,10.0,15.0,,5.0,10.0,,10.0,15.0,67.0,78.0,81.0,56.0,78.0,,,
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,185.0,120.0,45.0,30.0,,10.0,15.0,5.0,10.0,10.0,,15.0,25.0,38.0,45.0,34.0,59.0,83.0,5.0,5.0,86.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Gender,Female,NULL,1935.0,1575.0,,,20.0,495.0,665.0,55.0,280.0,470.0,,,,50.0,66.0,48.0,,,95.0,155.0,63.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,600.0,490.0,25.0,240.0,325.0,30.0,140.0,225.0,,225.0,340.0,51.0,66.0,48.0,46.0,70.0,45.0,70.0,63.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,16C,NHS TEES VALLEY CCG,All_Provider,nan,CCG,Total,Total,NULL,,,,,,735.0,995.0,85.0,420.0,695.0,,,,50.0,66.0,48.0,,,145.0,230.0,63.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,65.0,40.0,35.0,60.0,10.0,30.0,40.0,,15.0,25.0,,60.0,60.0,56.0,70.0,52.0,98.0,100.0,120.0,,64.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,130.0,65.0,20.0,35.0,,20.0,20.0,,5.0,15.0,,35.0,35.0,79.0,73.0,71.0,100.0,100.0,,,
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Age,Under 18,NULL,,,,,,15.0,,,10.0,10.0,,,,40.0,60.0,34.0,,,10.0,15.0,69.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Gender,Female,NULL,,1975.0,490.0,1120.0,70.0,545.0,735.0,70.0,305.0,505.0,,1115.0,1120.0,52.0,66.0,48.0,100.0,100.0,115.0,190.0,59.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,,,25.0,285.0,355.0,20.0,140.0,265.0,,,,58.0,69.0,54.0,,,55.0,85.0,67.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,84H,NHS COUNTY DURHAM CCG,All_Provider,nan,CCG,Total,Total,NULL,,,,,95.0,830.0,1095.0,90.0,445.0,770.0,,,,54.0,67.0,50.0,,,170.0,275.0,62.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,45.0,40.0,235.0,350.0,20.0,210.0,265.0,15.0,65.0,195.0,,335.0,345.0,64.0,76.0,60.0,96.0,99.0,5.0,45.0,13.0
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,30.0,25.0,5.0,20.0,,10.0,15.0,,,10.0,,5.0,5.0,69.0,75.0,69.0,100.0,100.0,,,
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,15.0,10.0,,5.0,,5.0,5.0,,,5.0,,,,100.0,83.0,100.0,,,,,
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Gender,Female,NULL,415.0,300.0,105.0,160.0,,185.0,,20.0,55.0,180.0,,155.0,160.0,61.0,,59.0,97.0,99.0,,50.0,
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Gender,Male,NULL,,,,,15.0,85.0,115.0,5.0,35.0,85.0,,,,61.0,74.0,58.0,,,,25.0,
Quarter 4 2021/22,QHM,CUMBRIA AND NORTH EAST STP,99C,NHS NORTH TYNESIDE CCG,All_Provider,nan,CCG,Total,Total,NULL,,,,,,,,,,,,,,,,,,,10.0,,11.0
Quarter 4 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,375.0,280.0,45.0,245.0,25.0,140.0,175.0,5.0,60.0,135.0,,180.0,245.0,64.0,71.0,60.0,72.0,100.0,10.0,20.0,56.0
Quarter 4 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,460.0,215.0,35.0,90.0,10.0,55.0,60.0,,25.0,50.0,,75.0,90.0,68.0,65.0,61.0,83.0,100.0,,,
Quarter 4 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,,,45.0,135.0,5.0,45.0,90.0,5.0,35.0,45.0,,90.0,135.0,34.0,64.0,34.0,65.0,100.0,20.0,25.0,83.0
Quarter 4 2021/22,QJ2,JOINED UP CARE DERBYSHIRE STP,15M,NHS DERBY AND DERBYSHIRE CCG,All_Provider,nan,CCG,Gender,Female,NULL,3875.0,2475.0,,,,,,,,,,,,,,,,,330.0,,70.0
